"","siteID","panel","X.x","xcoord","ycoord","mdcaty.x","wgt","stratum.x","EvalStatus.x","EvalReason","OBJECTID_1","OBJECTID.x","FID_bnl_Se","FID_bnl_ba","Shape_Leng","Area","Acres","Hectares","Shape_Le_1","Shape_Area","coords.x1","coords.x2","X.1","mdcaty.y","stratum.y","OBJECTID.y","F1","EvalStatus.y","EvalWater","EvalBugs","EvalSed","EvalRoot","Date_","Comments","SampleType","Sedtype","SeWater","SeBugs","SeSed","SeRoots","LabSampleNo","PlantType","X.y","Water.NT","Bugs.NT","Sed.NT","Root.NT","Water.TS","Bugs.TS","Sed.TS","Root.TS","Water.TN","Bugs.TN","Sed.TN","Root.TN","init.n","init.area","init.wgt","non.area.adj.wgt.sed","adj.area.sed","adj.wgt.sed","real.area.sed","real.wgt.sed","non.area.adj.wgt.water","adj.area.water","adj.wgt.water","non.area.adj.wgt.bugs","adj.area.bugs","adj.wgt.bugs","non.area.adj.wgt.root","adj.area.root","adj.wgt.root","real.area.root","real.wgt.root"
"125","BNLSe-116","PanelOne",116,471071.5434,5281636.682,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471071.5434,5281636.682,104,"Flooded","Unit 1",116,116,"TS","NN","NN","NT","TS","7/29/2014 0:00","Cattail roots","S","roots",NA,NA,NA,10.5,"116SR","cattail",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"126","BNLSe-117","PanelOne",117,471546.6305,5282362.108,"Saturated",24643.37461,"Unit 1","NotEval",NA,27,37,5,1,21372.30071,542154.2414,133.9692306,54.21542414,21372.30071,542154.2414,471546.6305,5282362.108,273,"Saturated","Unit 1",117,117,"TS","NN","NN","NT","TS","7/8/2014 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,13.1,"117SR","garrison",4,0,0,28,1,0,0,1,20,0,0,0,8,22,542154,24643.3636363636,542154,18694.9655172414,18694.9655172414,40947.3485,40947.3485,0,0,0,0,0,0,27107.7,523459.034482759,26172.9517241379,501206.6515,25060.332575
"127","BNLSe-118","PanelOne",118,471776.9604,5281926.263,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471776.9604,5281926.263,106,"Flooded","Unit 1",118,118,"TS","NN","NN","TS","NT","7/9/2014 0:00","","S","sed",NA,NA,2.43,NA,"118S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"128","BNLSe-119","PanelOne",119,471269.2865,5281409.231,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471269.2865,5281409.231,107,"Flooded","Unit 1",119,119,"TS","NN","NN","NT","TS","7/29/2014 0:00","Cattail roots","S","roots",NA,NA,NA,7.97,"119SR","cattail",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"129","BNLSe-120","PanelOne",120,471021.8681,5282321.781,"Saturated",24643.37461,"Unit 1","NotEval",NA,27,37,5,1,21372.30071,542154.2414,133.9692306,54.21542414,21372.30071,542154.2414,471021.8681,5282321.781,275,"Saturated","Unit 1",120,120,"TS","NN","NN","NT","TS","7/1/2014 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,8.48,"120SR","garrison",4,0,0,28,1,0,0,1,20,0,0,0,8,22,542154,24643.3636363636,542154,18694.9655172414,18694.9655172414,40947.3485,40947.3485,0,0,0,0,0,0,27107.7,523459.034482759,26172.9517241379,501206.6515,25060.332575
"130","BNLSe-121","PanelOne",121,471690.0327,5282259.174,"Saturated",24643.37461,"Unit 1","NotEval",NA,27,37,5,1,21372.30071,542154.2414,133.9692306,54.21542414,21372.30071,542154.2414,471690.0327,5282259.174,283,"Saturated","Unit 1",121,121,"TS","NN","NN","NT","TS","7/30/2014 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,34.1,"121SR","garrison",4,0,0,28,1,0,0,1,20,0,0,0,8,22,542154,24643.3636363636,542154,18694.9655172414,18694.9655172414,40947.3485,40947.3485,0,0,0,0,0,0,27107.7,523459.034482759,26172.9517241379,501206.6515,25060.332575
"131","BNLSe-122","PanelOne",122,471961.4781,5281811.759,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471961.4781,5281811.759,110,"Flooded","Unit 1",122,122,"TS","NN","NN","TS","NT","7/9/2014 0:00","","S","sed",NA,NA,3.89,NA,"122S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"132","BNLSe-123","PanelOne",123,471416.7003,5281702.142,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471416.7003,5281702.142,111,"Flooded","Unit 1",123,123,"TS","NN","NN","NT","TS","7/29/2014 0:00","Cattail roots","S","roots",NA,NA,NA,8.99,"123SR","cattail",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"133","BNLSe-124","PanelOne",124,472196.6349,5282337.634,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472196.6349,5282337.634,72,"Flooded","Unit 1",124,124,"TS","NN","NN","NT","TS","7/7/2014 0:00","Cattail roots","S","roots",NA,NA,NA,14.6,"124SR","cattail",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"134","BNLSe-125","PanelOne",125,472031.8742,5281242.707,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472031.8742,5281242.707,73,"Flooded","Unit 1",125,125,"TS","NN","NN","TS","NT","7/28/2014 0:00","","S","sed",NA,NA,3.05,NA,"125S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"135","BNLSe-128","OverSamp",128,472453.2532,5282078.042,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472453.2532,5282078.042,114,"Flooded","Unit 1",128,128,"TS","NN","NN","TS","NT","7/30/2014 0:00","","S","sed",NA,NA,1.6,NA,"128S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"136","BNLSe-130","OverSamp",130,471871.7169,5281583.623,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471871.7169,5281583.623,115,"Flooded","Unit 1",130,130,"TS","NN","NN","TS","NT","7/31/2014 0:00","","S","sed",NA,NA,2.94,NA,"130S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"137","BNLSe-130b","NewDraw",130,476747.1666,5277845.415,"Flooded",24045.9051,"Unit 6","NotEval",NA,9,13,1,8,7144.940731,1202295.255,297.0936276,120.2295255,7144.940731,1202295.255,476747.1666,5277845.415,210,"Flooded","Unit 6",641,0,"TS","TS","TS","TS","NT","7/10/2013 0:00","SampleNo=E130","W,S,I","sed",0.54,1.44,0.88,NA,"E130WSI","",22,63,63,0,66,3,3,8,0,0,0,58,0,60,1202295,20038.25,150286.875,1202295,150286.875,1080565.6902,135070.711275,400765,54649.7727272727,18216.5909090909,400765,54649.7727272727,18216.5909090909,0,0,0,121729.3098,0
"138","BNLSe-133","NewDraw",133,476670.1793,5277641.084,"Flooded",24045.9051,"Unit 6","NotEval",NA,9,13,1,8,7144.940731,1202295.255,297.0936276,120.2295255,7144.940731,1202295.255,476670.1793,5277641.084,211,"Flooded","Unit 6",644,0,"TS","TS","TS","TS","NT","7/9/2013 0:00","SampleNo=E133","W,S,I","sed",0.53,1.89,0.5,NA,"E133WSI","",22,63,63,0,66,3,3,8,0,0,0,58,0,60,1202295,20038.25,150286.875,1202295,150286.875,1080565.6902,135070.711275,400765,54649.7727272727,18216.5909090909,400765,54649.7727272727,18216.5909090909,0,0,0,121729.3098,0
"139","BNLSe-134","NewDraw",134,476915.0191,5277271.438,"Flooded",24045.9051,"Unit 6","NotEval",NA,9,13,1,8,7144.940731,1202295.255,297.0936276,120.2295255,7144.940731,1202295.255,476915.0191,5277271.438,208,"Flooded","Unit 6",645,0,"TS","NT","NT","TS","NT","7/23/2013 0:00","Dry; revisit for sediment only","S","sed",NA,NA,0.69,NA,"E134S","",22,63,63,0,66,3,3,8,0,0,0,58,0,60,1202295,20038.25,150286.875,1202295,150286.875,1080565.6902,135070.711275,400765,54649.7727272727,18216.5909090909,400765,54649.7727272727,18216.5909090909,0,0,0,121729.3098,0
"140","BNLSe-134","OverSamp",134,471821.2503,5282144.756,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471821.2503,5282144.756,116,"Flooded","Unit 1",134,134,"TS","NN","NN","NT","TS","7/31/2014 0:00","cattail roots noted in field - too high to be sed","S","roots",NA,NA,NA,21.8,"134S","cattail",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"141","BNLSe-135","NewDraw",135,476321.2499,5277663.836,"Flooded",24045.9051,"Unit 6","NotEval",NA,9,13,1,8,7144.940731,1202295.255,297.0936276,120.2295255,7144.940731,1202295.255,476321.2499,5277663.836,213,"Flooded","Unit 6",646,0,"TS","NT","NT","TS","NT","8/13/2013 0:00","Dry; revisit for sediment only","S","sed",NA,NA,0.82,NA,"E135S","",22,63,63,0,66,3,3,8,0,0,0,58,0,60,1202295,20038.25,150286.875,1202295,150286.875,1080565.6902,135070.711275,400765,54649.7727272727,18216.5909090909,400765,54649.7727272727,18216.5909090909,0,0,0,121729.3098,0
"142","BNLSe-136","NewDraw",136,477396.4553,5276605.207,"Flooded",24045.9051,"Unit 6","NotEval",NA,9,13,1,8,7144.940731,1202295.255,297.0936276,120.2295255,7144.940731,1202295.255,477396.4553,5276605.207,214,"Flooded","Unit 6",647,0,"TS","NT","NT","TS","NT","7/23/2013 0:00","Dry; revisit for sediment only","S","sed",NA,NA,1.14,NA,"E136S","",22,63,63,0,66,3,3,8,0,0,0,58,0,60,1202295,20038.25,150286.875,1202295,150286.875,1080565.6902,135070.711275,400765,54649.7727272727,18216.5909090909,400765,54649.7727272727,18216.5909090909,0,0,0,121729.3098,0
"143","BNLSe-137","NewDraw",137,475980.5416,5277969.151,"Flooded",24045.9051,"Unit 6","NotEval",NA,9,13,1,8,7144.940731,1202295.255,297.0936276,120.2295255,7144.940731,1202295.255,475980.5416,5277969.151,215,"Flooded","Unit 6",648,0,"TS","NT","NT","TS","NT","8/13/2013 0:00","Dry; revisit for sediment only","S","sed",NA,NA,2.9,NA,"E137S","",22,63,63,0,66,3,3,8,0,0,0,58,0,60,1202295,20038.25,150286.875,1202295,150286.875,1080565.6902,135070.711275,400765,54649.7727272727,18216.5909090909,400765,54649.7727272727,18216.5909090909,0,0,0,121729.3098,0
"144","BNLSe-137","OverSamp",137,471744.0907,5282308.04,"Saturated",24643.37461,"Unit 1","NotEval",NA,27,37,5,1,21372.30071,542154.2414,133.9692306,54.21542414,21372.30071,542154.2414,471744.0907,5282308.04,281,"Saturated","Unit 1",137,137,"TS","NN","NN","NT","TS","7/30/2014 0:00"," ","S","roots",NA,NA,NA,10.5,"137S","",4,0,0,28,1,0,0,1,20,0,0,0,8,22,542154,24643.3636363636,542154,18694.9655172414,18694.9655172414,40947.3485,40947.3485,0,0,0,0,0,0,27107.7,523459.034482759,26172.9517241379,501206.6515,25060.332575
"145","BNLSe-138","OverSamp",138,471978.0973,5281980.169,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471978.0973,5281980.169,118,"Flooded","Unit 1",138,138,"TS","NN","NN","TS","NT","7/31/2014 0:00","","S","sed",NA,NA,2.2,NA,"138S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"146","BNLSe-138b","NewDraw",138,476135.5951,5278092.267,"Flooded",24045.9051,"Unit 6","NotEval",NA,9,13,1,8,7144.940731,1202295.255,297.0936276,120.2295255,7144.940731,1202295.255,476135.5951,5278092.267,212,"Flooded","Unit 6",649,0,"TS","NT","NT","TS","NT","8/13/2013 0:00","Dry; revisit for sediment only","S","sed",NA,NA,3.44,NA,"E138S","",22,63,63,0,66,3,3,8,0,0,0,58,0,60,1202295,20038.25,150286.875,1202295,150286.875,1080565.6902,135070.711275,400765,54649.7727272727,18216.5909090909,400765,54649.7727272727,18216.5909090909,0,0,0,121729.3098,0
"147","BNLSe-140","OverSamp",140,472198.5317,5281551.168,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472198.5317,5281551.168,119,"Flooded","Unit 1",140,140,"TS","NN","NN","TS","NT","7/30/2014 0:00","","S","sed",NA,NA,2.59,NA,"140S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"148","BNLSe-141","OverSamp",141,472034.6103,5281499.314,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472034.6103,5281499.314,80,"Flooded","Unit 1",141,141,"TS","NN","NN","TS","NT","7/30/2014 0:00","","S","sed",NA,NA,3.6,NA,"141S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"149","BNLSe-142","OverSamp",142,471788.1008,5281824.293,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471788.1008,5281824.293,108,"Flooded","Unit 1",142,142,"TS","NN","NN","TS","NT","7/31/2014 0:00","","S","sed",NA,NA,1.92,NA,"142S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"150","BNLSe-144","OverSamp",144,472211.3594,5281770.217,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472211.3594,5281770.217,82,"Flooded","Unit 1",144,144,"TS","NN","NN","TS","NT","7/30/2014 0:00","","S","sed",NA,NA,2.87,NA,"144S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"151","BNLSe-146","OverSamp",146,471772.0451,5281568.531,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471772.0451,5281568.531,123,"Flooded","Unit 1",146,146,"TS","NN","NN","TS","NT","7/31/2014 0:00","","S","sed",NA,NA,1.49,NA,"146S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"152","BNLSe-147","OverSamp",147,471452.8544,5281541.376,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471452.8544,5281541.376,84,"Flooded","Unit 1",147,147,"TS","NN","NN","TS","NT","7/30/2014 0:00","","S","sed",NA,NA,1.84,NA,"147OS","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"153","BNLSe-150","OverSamp",150,471777.3574,5282149.002,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471777.3574,5282149.002,112,"Flooded","Unit 1",150,150,"TS","NN","NN","NT","TS","7/30/2014 0:00","cattail roots noted in field - too high to be sed?","S","roots",NA,NA,NA,13.7,"150S","cattail",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"154","BNLSe-152","OverSamp",152,470983.6191,5282678.486,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,470983.6191,5282678.486,109,"Flooded","Unit 1",152,152,"TS","NN","NN","NT","TS","7/30/2014 0:00","reed canary grass roots - too high to be sed?","S","roots",NA,NA,NA,11.9,"152S","reed canary grass roots",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"155","BNLSe-154","OverSamp",154,472122.0721,5282004.413,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472122.0721,5282004.413,126,"Flooded","Unit 1",154,154,"TS","NN","NN","TS","NT","7/31/2014 0:00","","S","sed",NA,NA,1.85,NA,"154S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"156","BNLSe-156","OverSamp",156,472381.0381,5282191.886,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472381.0381,5282191.886,88,"Flooded","Unit 1",156,156,"TS","NN","NN","TS","NT","7/30/2014 0:00","","S","sed",NA,NA,3.96,NA,"156S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"157","BNLSe-157","OverSamp",157,472129.8936,5281469.613,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472129.8936,5281469.613,124,"Flooded","Unit 1",157,157,"TS","NN","NN","TS","NT","7/30/2014 0:00","","S","sed",NA,NA,3.39,NA,"157S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"158","BNLSe-158","OverSamp",158,471790.8814,5281694.359,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471790.8814,5281694.359,125,"Flooded","Unit 1",158,158,"TS","NN","NN","TS","NT","7/31/2014 0:00","","S","sed",NA,NA,1.61,NA,"158S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"159","BNLSe-160","OverSamp",160,472224.7142,5281678.766,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472224.7142,5281678.766,127,"Flooded","Unit 1",160,160,"TS","NN","NN","TS","NT","7/30/2014 0:00","","S","sed",NA,NA,3.01,NA,"160S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"160","BNLSe-163","OverSamp",163,471463.6498,5281471.094,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471463.6498,5281471.094,92,"Flooded","Unit 1",163,163,"TS","NN","NN","TS","NT","7/30/2014 0:00","","S","sed",NA,NA,1.64,NA,"163OS","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"161","BNLSe-166","OverSamp",166,472065.5588,5281630.715,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472065.5588,5281630.715,93,"Flooded","Unit 1",166,166,"TS","NN","NN","TS","NT","7/30/2014 0:00","","S","sed",NA,NA,2.73,NA,"166S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"162","BNLSe-168","OverSamp",168,470797.6424,5282781.008,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,470797.6424,5282781.008,117,"Flooded","Unit 1",168,168,"TS","NN","NN","TS","NT","7/30/2014 0:00","","S","sed",NA,NA,0.5,NA,"168S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"163","BNLSe-169","OverSamp",169,471811.6204,5282478.739,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471811.6204,5282478.739,95,"Flooded","Unit 1",169,169,"TS","NN","NN","NT","TS","7/30/2014 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,6.76,"169S","garrison",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"164","BNLSe-170","OverSamp",170,472040.4073,5281965.772,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472040.4073,5281965.772,96,"Flooded","Unit 1",170,170,"TS","NN","NN","TS","NT","7/31/2014 0:00","","S","sed",NA,NA,1.93,NA,"170S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"165","BNLSe-172","OverSamp",172,472269.1643,5282047.998,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472269.1643,5282047.998,120,"Flooded","Unit 1",172,172,"TS","NN","NN","TS","NT","7/30/2014 0:00","","S","sed",NA,NA,1.29,NA,"172S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"166","BNLSe-173","OverSamp",173,472063.7832,5281606.507,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472063.7832,5281606.507,121,"Flooded","Unit 1",173,173,"TS","NN","NN","TS","NT","7/30/2014 0:00","","S","sed",NA,NA,1.95,NA,"173S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"167","BNLSe-174","OverSamp",174,471870.9636,5281872.532,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471870.9636,5281872.532,122,"Flooded","Unit 1",174,174,"TS","NN","NN","TS","NT","7/31/2014 0:00","","S","sed",NA,NA,2.72,NA,"174S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
